word	frequency	num_vowels	syllables
вошки	1	2	во,шки
вџашен	1	2	вџа,шен
биологија	1	5	би,о,ло,ги,ја
раски	1	2	рас,ки
истушира	1	4	ис,ту,ши,ра
намигна	1	3	на,миг,на
натечени	1	4	на,теч,e,ни
мелодија	1	4	ме,ло,ди,ја
леген	1	2	ле,ген
повлече	1	3	пов,ле,че
инсектите	1	4	ин,секти,те
однесе	1	3	од,не,се
измаглица	1	4	из,ма,гли,ца
протегаше	1	4	про,те,га,ше
избричи	1	3	и,збри,чи
набрзина	1	3	на,брзи,на
училиште	1	4	у,чи,лиш,те
згние	1	2	згне,ие
коренот	1	3	ко,ре,нот
постојано	1	4	посто,ја,но
МИЛОШЕВСКА	1	4	Ми,ло,шев,ска
ДНЕВНИКОТ	1	3	Дне,вни,кот
бараките	1	4	ба,ра,ки,те
иверица	1	4	и,ве,ри,ца
најсигурни	1	4	нај,си,гур,ни
дрвја	1	1
проверка	1	3	про,вер,ка
воспитана	1	4	вос,пи,та,на
офицер	1	3	о,фи,цер
пријателите	1	5	при,ја,тел,и,te
размислувате	1	5	раз,ми,слу,ва,те
списанија	1	4	спис,а,ни,ја
измести	1	3	из,ме,сти
амбици	1	3	ам,би,ци
МАНОЈЛОВ	1	3	МА,НОЙ,ЛОВ
ГЕМИЈА	1	3	Ге,ми,ја
Бабина	1	3	Ба,би,на
Езероно	1	4	Е,зе,ро,но
феномен	1	3	фе,но,мен
разделена	1	4	ра,де,ле,на
Сабрија	1	3	Са,бри,ја
Породини	1	4	По,ро,ди,ни
Езерото	1	4	Е,зе,ро,то
востание	1	4	во,ста,ние
шпионски	1	3	шпи,он,ски
дочекаат	1	4	до,че,ка,ат
минат	1	2	ми,нат
Аџамии	1	4	Аџа,мии
царштина	1	3	цар,ши,на
Море	1	2	Мо,ре
врбата	1	2	врба,та
правевте	1	3	пра,ве,вте
Господе	1	3	Гос,по,де
сајбија	1	3	сај,би,ја
чифлиг	1	2	чи,флиг
киселец	1	3	ки,се,лец
вера	1	2	ве,ра
Илијаз	1	3	И,ли,јаз
Турче	1	2	Тур,че
потурчен	1	3	по,тур,чен
Велушина	1	4	Ве,лу,ши,на
Долно	1	2	До,лно
пратил	1	2	пра,тил
невернику	1	4	не,вер,ни,ку
потурчиш	1	3	по,тур,чиш
Илија	1	3	И,ли,ја
џенет	1	2	џе,нет
Рајот	1	2	Ра,јот
насмевнав	1	3	нас,ме,внав
влезам	1	2	вле,зам
земам	1	2	зем,ам
изградам	1	3	из,гра,дам
Антихрист	1	3	Ан,ти,христ
Елено	1	3	Е,ле,но
граната	1	3	гра,на,та
безброј	1	2	бе,збро,ј
слепоочница	1	5	сле,по,оч,ни,ца
Петар	1	2	Пе,тар
Петровци	1	3	Пе,тров,ци
ПЛАВЕВСКИ	1	3	Пла,ве,вс,ки
ИДРИЗОВО	1	4	И,дри,зо,во
плоча	1	2	пло,ча
џемот	1	2	џе,мот
рерна	1	2	ре,рна
пробам	1	2	про,бам
пакетот	1	3	па,ке,тот
пликот	1	2	пли,кот
крцка	1	1
паметам	1	3	па,ме,там
тресат	1	2	тре,сат
Плаче	1	2	Пла,че
скут	1	1
автобусот	1	4	ав,то,бус,от
далечината	1	5	да,ле,чи,на
стежнува	1	3	сте,жну,ва
немирен	1	3	нем,и,рен
подучува	1	4	по,ду,чу,ва
Јасно	1	2	Јас,но
замокот	1	3	за,мок,от
застанува	1	4	за,ста,ну,ва
чекаме	1	3	чекаме
чкрипеж	1	2	чкри,пе,ж
лево	1	2	ле,во
помрднуваме	1	4	помр,дну,ва,ме
ванила	1	3	ва,ни,ла
пакети	1	3	па,ке,ти
ливче	1	2	лив,че
ванилата	1	4	ва,ни,ла,та
згрмува	1	2	згр,му,ва
преплашен	1	3	пре,пла,шен
реви	1	2	ре,ви
изустувам	1	4	и,зуст,у,вам
вчудоневидува	1	6	в,чу,до,не,ви,ду,ва
поткашлува	1	4	пот,каш,лу,ва
замоков	1	3	за,мо,ков
пакет	1	2	па,кет
содржина	1	3	содр,жи,на
арестантот	1	4	а,рестантот
гробишта	1	3	гро,биш,та
платформа	1	3	пла,тфор,ма
темнини	1	3	тем,ни,ни
клучење	1	3	клу,че,ње
кашла	1	2	ка,шла
бројки	1	2	бро,јки
потсмева	1	3	пот,сме,ва
одвраќам	1	3	од,вра,ќам
џин	1	1
градина	1	3	гра,ди,на
кафези	1	3	ка,фе,зи
пелтечам	1	3	пел,те,чам
трепери	1	3	tre,pe,ри
лелек	1	2	ле,лек
занесена	1	4	за,не,се,на
разгледува	1	4	раз,глед,у,ва
пуштам	1	2	пуш,та,м
раздвојува	1	4	раз,дво,ју,ва
распрашуваат	1	5	рас,пра,шу,ва,ат
таинствено	1	4	та,ин,стве,но
заржува	1	3	за,ржу,ва
маѓепсан	1	3	ма,ѓеп,сан
решетки	1	3	реш,е,тки
луња	1	2	луња
Тито	1	2	Ти,то
диши	1	2	ди,ши
шепоти	1	3	ше,по,ти
дувнува	1	3	ду,вну,ва
строј	1	1
отвора	1	3	от,во,ра
командува	1	4	ко,ман,ду,ва
длабина	1	3	дла,би,на
Излегуваме	1	5	Из,ле,гу,ва,ме
замакот	1	3	за,ма,кот
оддалечуваме	1	6	од,да,ле,чу,ва,ме
погледнувам	1	4	по,глед,ну,вам
попаднавме	1	4	по,пад,нав,ме
седала	1	3	се,да,ла
пејсаж	1	2	пе,јаж
МАНЧЕВ	1	2	МАН,ЧЕВ
РУЧЕК	1	2	РУ,ЧЕК
празни	1	2	пра,зни
краста	1	2	кра,ста
голтаат	1	3	гол,та,ат
шкембето	1	3	шке,мбе,то
завршуваат	1	4	за,вршва,јат
гасне	1	2	гас,не
прошета	1	3	про,ше,та
сретне	1	2	срет,не
мижеше	1	3	ми,жеше
самотија	1	4	са,мо,ти,ја
приберат	1	3	при,бе,рат
привидение	1	5	при,ви,де,ние
мие	1	2	ми,е
грубост	1	2	гру,бост
чешмурките	1	4	че,шму,рки,те
оризникот	1	4	о,ри,зникот
причините	1	4	при,чи,ни,те
браќата	1	3	браќа,та
залепиле	1	4	за,ле,пи,ле
пестициди	1	4	пе,сти,ци,ди
насмевките	1	4	нас,ме,вка,те
шеширот	1	3	ше,ши,рот
понижуваат	1	5
лете	1	2	ле,те
измачување	1	5	из,ма,чу,ва,ње
Гого	1	2	Го,го
жвали	1	2	жва,ли
припек	1	2	при,пек
пати	1	2	па,ти
дури	1	2	ду,ри
Нета	1	2	Не,та
излупи	1	3	из,лу,пи
наполни	1	3	на,по,лни
гадење	1	3	га,дење
доаѓање	1	4	до,аѓа,ње
идиоти	1	4	и,ди,о,ти
јаболка	1	3	ја,бол,ка
навреден	1	3	на,вре,ден
посрамени	1	4	пос,ра,ме,ни
помал	1	2	по,мал
свињи	1	2	свињи
гризна	1	2	гри,зна
јаболкото	1	4	ја,бол,ко,то
болно	1	2	бол,но
голтне	1	2	гол,тне
крпата	1	2	крпа,та
синијата	1	4	си,ни,ја,та
пречекорат	1	4	prech,e,ko,rat
срка	1	1
СИЛЈАНОВСКИ	1	4	СИЛ,ЉА,НОВ,СКИ
АКСЕЛ	1	2	АКСЕЛ
Аврам	1	2	Ав,рам
очекуваше	1	5	о,че,ку,ва,ше
кокошки	1	3	ко,кош,ки
Милосија	1	4	Ми,ло,си,ја
Поликарп	1	3	По,ли,карп
Авраамица	1	5	Ав,ра,а,ми,ца
отспротива	1	4	от,спро,ти,ва
скање	1	2	скање
радува	1	3	ра,ду,ва
внукот	1	2	вну,кот
територија	1	5	тер,ри,то,ри,ја
вљубила	1	3	вљу,би,ла
есенски	1	3	е,сен,ски
Леон	1	2	 Ле,он
ноќеска	1	3	ноќ,ес,ка
бифе	1	2	би,фе
идиоту	1	4	и,ди,о,ту
дадеш	1	2	да,деш
совршенство	1	3	сов,рше,нство
здодевност	1	3	здо,де,вност
тупаница	1	4	ту,па,ни,ца
таблети	1	3	та,бле,ти
Авраам	1	3	Ав,ра,ам
запеат	1	3	за,пе,ат
ТАКОВСКИ	1	3	Та,ков,ски
ЅИРКАЧИ	1	3	Ѕи,рка,чи
точно	1	2	точ,но
шуми	1	2	шу,ми
речеше	1	3	ре,че,ше
пророкува	1	4	про,ро,ку,ва
изговори	1	4	из,го,во,ри
учителка	1	4	у,чи,тел,ка
стебленца	1	3	сте,блен,ца
цветови	1	3	це,то,ви
акции	1	3	ак,ци,ја
придружба	1	3	при,дру,жба
во	1	1
претпоставен	1	4	пре,тпо,ста,ви,тен
17	1	0
видоизменета	1	6	ви,до,из,ме,не,та
мерки	1	2	мер,ки
налето	1	3	на,ле,то
Присмотра	1	3	Прис,мот,ра
искорнат	1	3	ис,кор,нат
трендафили	1	4	трен,да,фи,ли
доаѓаше	1	4	до,аѓаше
роднина	1	3	род,ни,на
задремеше	1	4	за,дре,ме,ше
пород	1	2	по,род
пригушен	1	3	при,гу,шен
прв	1	0
опоравува	1	5	о,по,ра,ву,ва
трендафилите	1	5	трен,да,фи,ли,те
шпоретот	1	3	шпо,ре,тот
куршумите	1	4	кур,шу,ми,те
лек	1	1
Ѕиркачи	1	3	Ѕир,ка,чи
лузна	1	2	луз,на
гробиштата	1	4	гро,биш,та
ветврот	1	2	вет,врот
дува	1	2	ду,ва
КЛИМАН	1	2	КЛИ,МАН
ИНТРИГА	1	3	ИН,ТРИ,ГА
извонредно	1	4	из,вон,ред,но
подробности	1	4	под,роб,но,сти
впе	1	1
сетам	1	2	се,там
предизвици	1	4	пре,ди,зви,ци
слабости	1	3	слаб,ос,ти
патниците	1	4	па,тни,ци,те
забрза	1	2	забр,за
повиканиот	1	5	по,ви,ка,ни,от
мане	1	2	ма,не
чекањето	1	4	че,кање,то
потезите	1	4	по,те,зи,те
дејствувате	1	4	деј,ству,ва,те
оган	1	2	о,ган
постапки	1	3	постап,ки
онеспокојува	1	6	о,нес,по,кој,у,ва
почитувам	1	4	по,читу,вам
мразот	1	2	мраз,от
случува	1	3	слу,чу,ва
жесток	1	2	жес,ток
разврска	1	2	раз,врз,ка
случајности	1	4	сло,ча,јно,сти
неочекуван	1	5	не,о,чек,у,ван
соодветствуваме	1	6	со,од,вет,ству,ваме
ужаснал	1	3	у,жас,нал
интересира	1	5	ин,те,рес,и,ра
план	1	1
недоловливо	1	5	не,до,лов,ливо
автаритет	1	4	ав,то,ри,тет
турнат	1	2	тур,нат
направи	1	3	на,пра,ви
сознание	1	4	со,знан,ие
авантура	1	4	а,вен,ту,ра
инстанца	1	3	ин,стан,ца
реперкуираат	1	6	ре,пер,ку,и,ра,ат
фаталист	1	3	фа,та,лист
познато	1	3	поз,на,то
обврзува	1	3	об,врзу,ва
стопли	1	2	сто,пли
шкорче	1	2	шкор,че
ценат	1	2	це,нат
шегобијно	1	4	ше,го,биј,но
предизвикот	1	4	пре,ди,зви,кот
живите	1	3	жи,ви,те
потег	1	2	по,тег
повлекуваа	1	5	пов,ле,ку,ваа
случајност	1	3	слу,ча,јност
искреност	1	3	иск,ре,ност
знаеме	1	3	зна,е,ме
персираме	1	4	пер,си,ра,ме
одиграна	1	4	о,ди,гра,на
вир	1	1
мазохист	1	3	ма,зо,хист
агресивно	1	4	а,гре,сив,но
обеспокојува	1	6	обес,по,ко,ју,ва
седлото	1	3	се,дло,то
прескокнав	1	3	прес,кок,нав
лектира	1	3	лек,ти,ра
подбив	1	2	под,бив
нула	1	2	ну,ла
загубите	1	4	за,гу,би,те
сведе	1	2	све,де
хипотека	1	4	хи,по,те,ка
СТАНКОВСКА	1	3	СТАН,КОВ,СКА
СОСЕТКАТА	1	4	СО,СЕТ,КА,ТА
авантури	1	4	а,ван,ту,ри
засакав	1	3	за,са,кав
успеав	1	3	у,спе,ав
расекував	1	4	ра,се,ква
дремка	1	2	дрем,ка
срцевина	1	3	срце,ви,на
Отворив	1	3	От,во,рив
Каква	1	2	Ка,ква
Убавина	1	4	У,ба,ви,на
одгледана	1	4	од,гле,да,на
поплава	1	3	по,пла,ва
идам	1	2	и,дам
маѓепсноста	1	4	ма,ѓепс,носта
прагот	1	2	праг,от
икона	1	3	и,ко,на
тегобно	1	3	те,гоб,но
ногавици	1	4	но,га,ви,ци
водо	1	2	во,до
радосници	1	4	ра,до,сни,ци
гугутка	1	3	гу,гут,ка
запеа	1	3	за,пеа
вратив	1	2	ва,ти,в
прекорив	1	3	пре,ко,рив
пасат	1	2	па,сат
скутот	1	2	ску,тот
ребро	1	2	реб,ро
познавал	1	3	по,зна,вал
интелектуалка	1	6	ин,те,лек,ту,ал,ка
вселена	1	3	все,ле,на
чесност	1	2	че,сност
еуфории	1	5	е,у,фо,ри,и
Севишниот	1	4	Се,виш,ни,от
завртката	1	3	за,врт,ка,та
челуста	1	3	че,лу,ста
вина	1	2	ви,на
ламјата	1	3	лам,ја,та
витки	1	2	вит,ки
мрзнеа	1	2	мрз,не,а
завртев	1	2	за,вр,те,в
завртување	1	4	за,врту,вање
разминаа	1	4	раз,ми,наа
намигнуваа	1	5	на,миг,ну,ваа
исчезнат	1	3	и,счез,нат
глуво	1	2	глу,во
становите	1	4	стан,о,ви,те
МИХАЈЛОВСКИ	1	4	МИ,ХА,ЈЛОВ,СКИ
ГРАНИЦА	1	3	ГРА,НИ,ЦА
Македонијава	1	6	Ма,ке,до,ни,ја,ва
латинскиот	1	4	ла,тин,ски,от
петти	1	2	пет,ти
историја	1	4	и,сто,ри,ја
сеедно	1	3	се,ед,но
Власи	1	2	Вла,си
Македонијата	1	6	Ма,ке,до,ни,ја,та
Стрежево	1	3	Стре,же,во
Бушова	1	3	Бу,шо,ва
заработуваше	1	6	за,работу,ваше
зиме	1	2	зи,ме
неженет	1	3	не,женет
Гопеш	1	2	Го,пеш
Марика	1	3	Ма,ри,ка
kumeshti	1	0
македонски	1	4	ма,ке,дон,ски
татков	1	2	тат,ков
Chom	1	0
сфери	1	2	сфе,ри
трибини	1	3	три,би,ни
плаштаница	1	4	плаш,та,ни,ца
сфатам	1	2	сфа,там
вселената	1	4	вселе,на,та
мечки	1	2	ме,чки
којзнае	1	3	кој,знае
фигура	1	3	фи,гу,ра
напушташе	1	4	на,пуш,та,ше
потесно	1	3	по,те,сно
подналути	1	4	под,на,лу,ти
свари	1	2	сва,ри
Власите	1	3	Вла,си,те
ниско	1	2	нис,ко
Цепенко	1	3	Це,пен,ко
филозофирам	1	5	фи,ло,зо,фи,рам
замолчав	1	3	за,мол,чав
разбирав	1	3	раз,би,рав
широк	1	2	шир,ок
автоматски	1	4	ав,то,мат,ски
бери	1	2	бе,ри
текне	1	2	тек,не
Никако	1	3	Ни,ка,ко
ДУРАЦОВСКИ	1	4	Ду,ра,цов,ски
ЛЕНТА	1	2	ЛЕН,ТА
изутрина	1	4	и,зу,три,на
весник	1	2	вес,ник
стрип	1	1
дваесет	1	3	два,е,сет
отворив	1	3	от,во,рив
непријателски	1	5	неп,ри,ја,тел,ски
Молчеше	1	3	Мол,че,ше
прозборува	1	4	про,збо,ру,ва
поставката	1	4	постав,ка,та
нервира	1	3	нер,ви,ра
музеи	1	3	му,зе,и
напишав	1	3	на,пи,ша,в
легнување	1	4	лег,ну,ва,ње
веднаш	1	2	вед,наш
вообичаено	1	6	воо,би,ча,е,но
Молчев	1	2	Мол,че,в
стол	1	1
платам	1	2	па,там
наплатува	1	4	на,пла,ту,ва
посетителот	1	5	по,се,ти,те,лот
водам	1	2	во,дам
прекинува	1	4	пре,ки,ну,ва
прстен	1	1
лента	1	2	лен,та
симетрија	1	4	сим,е,три,ја
Прокопиев	1	4	Про,ко,пи,ев
ПАЛЧО	1	2	ПАЛ,ЧО
противен	1	3	про,ти,вен
санаториумот	1	6	са,на,то,ри,ум,от
лечилиште	1	4	ле,чи,лиш,те
мислам	1	2	мис,лам
пречи	1	2	пре,чи
рефлекторот	1	4	ре,флек,то,рот
изненадив	1	4	из,не,на,див
бебе	1	2	бе,бе
можела	1	3	мо,же,ла
канализација	1	6	ка,ни,за,ци,ја
потсвест	1	2	потс,вест
палјачо	1	3	паља,чо
помош	1	2	по,мош
грдотија	1	3	грдо,ти,ја
липање	1	3	ли,пање
Туку	1	2	Ту,ку
прошмркав	1	2	про,шмр,ка,в
можев	1	2	мо,жев
казнет	1	2	каз,нет
црв	1	0
осветам	1	3	осве,та,м
мачители	1	4	ма,чи,те,ли
Ќелија	1	3	Ќе,ли,ја
неволји	1	3	не,вол,ји
доблест	1	2	доб,лест
осветата	1	4	осве,та,та
потентен	1	3	по,тен,тен
мажјак	1	2	ма,ж'јак
висина	1	3	ви,си,на
уби	1	2	у,би
ножиња	1	3	но,жи,ња
направам	1	3	на,прав,ам
планови	1	3	пла,но,ви
стапнува	1	3	стап,ну,ва
клопката	1	3	кло,пка,та
паднеш	1	2	пад,неш
нагрдено	1	3	на,грде,но
половини	1	4	по,ло,ви,ни
монструозност	1	4	мон,стру,оз,ност
љубомората	1	5	љу,бо,мо,ра,та
подеднакво	1	4	по,де,дна,ко
стомакот	1	3	сто,ма,кот
бремена	1	3	бре,ме,на
неправдата	1	4	неп,рав,да
енциклопедии	1	6	ен,ци,кло,пе,ди,и
успееш	1	3	у,спе,еш
сретнал	1	2	сре,тал
полузборови	1	5	по,лу,зво,ро,ви
гроза	1	2	гро,за
бесмислата	1	4	бес,ми,сла,та
убијам	1	3	у,би,јам
низок	1	2	ни,зок
Управничката	1	5	У,прав,нич,ка
посрал	1	2	пос,рал
судењето	1	4	су,де,ње,то
приредувам	1	4	при,ре,ду,ва,м
подарок	1	3	по,да,рок
прволачиња	1	4	прев,о,ла,чиња
зандана	1	3	зан,да,на
вечерата	1	4	ве,че,ра,та
проблеми	1	3	про,бле,ми
здодевно	1	3	здо,дев,но
скусуваат	1	4	ску,су,ва,ат
маренда	1	3	ма,рен,да
деветнасетатта	1	6	де,вет,на,се,тат,та
снајдам	1	2	снај,да,м
исполнет	1	3	ис,по,не,тет
функционерот	1	5	фун,кци,о,нер,от
Управничке	1	4	У,прав,нич,ке
разбрав	1	2	раз,бра,в
судијо	1	3	су,ди,јо
плукнам	1	2	плу,кнам
мамо	1	2	ма,мо
редовно	1	3	ре,дов,но
посетуваш	1	4	по,се,ту,ваш
пречесто	1	3	пре,че,сто
оддалеку	1	4	од,да,ле,ку
роза	1	2	ро,за
ГЕОРГИЕВА	1	5	Ге,ор,ги,е,ва
ПРЕПОЗНАВАЊЕ	1	5	Пре,по,зна,ва,ње
зачудено	1	4	за,чу,де,но
Кажете	1	3	ка,же,те
осветли	1	3	освет,ли
Смирено	1	3	Сми,ре,но
Отворено	1	4	От,во,ре,но
брчка	1	1
Свежо	1	2	Све,же,во
чув	1	1
молчев	1	2	мол,чев
минувачите	1	5	ми,ну,ва,чи,те
признав	1	2	приз,нав
охрабрена	1	4	ох,раб,ре,на
изговорив	1	4	из,го,вор,ив
Меламчегаон	1	5	Ме,лам,че,га,он
предоцна	1	3	пре,доц,на
присети	1	3	при,се,ти
повторуваше	1	5	по,вору,ва,ше
ламите	1	3	ла,ми,те
чувала	1	3	чу,ва,ла
бев	1	1
рог	1	1
закикотев	1	4	за,ки,ко,тев
мантри	1	2	ман,три
хорна	1	2	хор,на
разговара	1	4	раз,га,ва,ра
отсутноста	1	4	от,су,тво,нос,та
Хималаите	1	5	Хи,ма,ла,и,те
барав	1	2	ба,рав
најдовте	1	3	нај,дов,те
покрупен	1	3	по,кру,пен
налудничав	1	4	на,луд,ни,ча,в
повлеков	1	3	пов,ле,ков
Налудничаво	1	5	На,луд,ни,ча,во
потенцирав	1	4	по,тен,ци,ра,вам
одрече	1	3	од,ре,че
збогување	1	4	збо,гу,вање
препознале	1	4	пре,по,зна,ле
метеж	1	2	ме,теж
ПЕТРЕСКИ	1	3	Пе,трес,ки
ИСКУСТВО	1	3	ИС,КУСТ,ВО
чувствувате	1	4	чув,сту,ва,те
возбуден	1	3	воз,бу,ден
тупаницата	1	5	ту,па,ни,ца,та
пречувствителен	1	5	пре,чу,встви,те,лен
поразговара	1	5	по,раз,го,ва,ра
шефот	1	2	ше,фот
полтрон	1	2	пол,трон
претставите	1	4	пре,тва,ри,те
разочаран	1	4	ра,зо,ча,ран
погрешна	1	3	пог,ре,шна
незабележани	1	6	не,за,бе,ља,ни
фаци	1	2	фа,ци
депресија	1	4	де,пре,си,ја
храна	1	2	хра,на
дребулии	1	4	dre,bu,lii
тврдење	1	2	твр,де,ње
бегство	1	2	бег,ство
стражи	1	2	стра,жи
зинал	1	2	зи,нал
можел	1	2	мо,жел
нервозен	1	3	нер,во,зен
замолкни	1	3	за,молкни
ирационално	1	6	и,ра,ци,о,нал,но
клун	1	1
инсект	1	2	ин,сект
конфронтација	1	5	кон,фрон,та,ци,ја
стравот	1	2	стра,вот
КАЦАРОВ	1	3	КА,ЦА,РОВ
ОДНЕСУВАЊЕ	1	5	Од,не,су,ва,ње
пеколот	1	3	пе,ко,лот
Цветаева	1	4	Цве,та,е,ва
Цветаев	1	3	Цве,та,ев
коленици	1	4	ко,ле,ни,ци
пеев	1	2	пе,ев
обожава	1	4	о,бо,жа,ва
премаленост	1	4	пре,ма,лен,ост
меани	1	3	ме,а,ни
гостите	1	3	го,сти,те
нарачаше	1	4	на,ра,ча,ше
нрачаното	1	4	нра,ча,но,то
рамениците	1	5	ра,ме,ни,ци,те
брош	1	1
слободна	1	3	сло,бо,дна
левата	1	3	ле,ва,та
посив	1	2	по,сив
избезумен	1	4	иѕ,бе,зу,мен
бастунот	1	3	бас,ту,нот
руски	1	2	рус,ки
залипа	1	3	за,ли,па
говорница	1	4	го,вор,ни,ца
лирски	1	2	лир,ски
ракописот	1	4	ра,ко,пис,от
побараат	1	4	по,ба,ра,ат
кафитерии	1	5	ка,фи,те,ри,и
згради	1	2	згра,ди
просторијата	1	5	прос,то,ри,ја,та
поетот	1	3	по,е,тот
верност	1	2	вер,ност
Бугаев	1	3	Бу,га,ев
Русија	1	3	Ру,си,ја
ТОДОРОВСКИ	1	4	ТО,ДО,РОВ,СКИ
ПРИКРАЈ	1	2	При,кraj
здожеже	1	3	здо,же,же
каса	1	2	ка,са
скини	1	2	ски,ни
алишта	1	3	а,лиш,та
налутиш	1	3	на,лу,тиш
викажт	1	2	ви,кажт
джимаш	1	2	джи,маш
машко	1	2	ма,шко
Ѓеровци	1	3	Ѓе,ров,ци
плуканица	1	4	плу,ка,ни,ца
тргна	1	1
отворена	1	4	от,во,ре,на
прашина	1	3	пра,ши,на
поткашлуваше	1	5	пот,каш,лу,ва,ше
Спиеше	1	3	Спи,еше
продавницата	1	5	про,да,вни,ца,та
качак	1	2	ка,чак
клупи	1	2	клу,пи
кожинка	1	3	ко,жин,ка
чешмата	1	3	че,шма,та
испи	1	2	и,спи
бира	1	2	би,ра
километри	1	4	ки,ло,ме,три
тргнати	1	2	тргна,ти
Добровечер	1	4	Доб,ро,ве,чер
напрајт	1	2	на,прајт
кривен	1	2	кри,вен
потење	1	3	по,те,ње
наздрави	1	3	на,здра,ви
никому	1	3	ни,ко,му
маслинки	1	3	ма,слин,ки
цутојна	1	3	цу,тој,на
измери	1	3	из,ме,ри
пангото	1	3	пан,го,то
маслинка	1	3	ма,слин,ка
здробат	1	2	здро,бат
земи	1	2	зе,ми
косење	1	3	ко,се,ње
кофата	1	3	ко,фа,та
правен	1	2	пра,вен
де	1	1
потпевнување	1	5	пот,пе,вну,вање
пејат	1	2	пе,јат
испее	1	3	ис,пе,е
посакувано	1	5	по,са,ку,ва,но
отпосле	1	3	от,по,сле
носат	1	2	но,сат
силата	1	3	си,ла,та
прашинка	1	3	пра,шин,ка
стигнат	1	2	стиг,нат
клупа	1	2	клу,па
врвчиња	1	2	врв,чиња
клупата	1	3	клу,па,та
Доне	1	2	До,не
крепат	1	2	кре,пат
годиње	1	3	го,диње
Косте	1	2	Кос,те
мустаќи	1	3	му,стаќи
издивна	1	3	из,див,на
куткау	1	3	кут,кау
учителката	1	5	у,чи,тел,ка,та
бугарите	1	4	бу,га,ри,те
згодно	1	2	зго,до
начека	1	3	на,че,ка
поменот	1	3	по,ме,нот
играње	1	3	и,гра,ње
бурињата	1	4	бу,ри,ња,та
резили	1	3	ре,зи,ли
Вистина	1	3	Вис,ти,', 
Ѓоре	1	2	Ѓо,ре
вечерта	1	3	ве,чер,та
придреми	1	3	при,дре,ми
поврати	1	3	по,вра,ти
разотидоа	1	5	ра,зо,ти,доа
вдаде	1	2	вда,де
кое	1	2	ко,е
платија	1	3	па,ти,ја
свирев	1	2	сви,рев
силеа	1	3	си,ле,а
пара	1	2	па,ра
Молчи	1	2	Мол,чи
наслушуваше	1	5	на,слу,ша,ше
Никола	1	3	Ни,ко,ла
потпркнато	1	3	пот,прк,на,то
затвори	1	3	за,тво,ри
Здравески	1	3	Здра,вес,ки
Ванѓел	1	2	Ванѓел
Мирчески	1	3	Мир,ске,
Попоски	1	3	По,по,ски
Цацоски	1	3	Ца,цос,ки
Толиоски	1	4	То,ли,ос,ки
почеток	1	3	по,чет,ок
СТОЈКОВСКА	1	3	СТО,Ј,КОВ,СКА
ХОДНИЦИ	1	3	Ход,ни,ци
КУТИЈА	1	3	КУ,ТИ,ЈА
ТЕОФРАСТ	1	3	Те,о,фраст
АРИСТОТЕЛОВАТА	1	7	А,ри,сто,те,ло,ва,та
СКУЛПТУРА	1	3	СКУЛП,ТУ,РА
расонети	1	4	ра,со,не,ти
плодови	1	3	пло,до,ви
лекции	1	3	лек,ци,и
немир	1	2	нем,ир
зрно	1	1
мислители	1	4	мис,ли,те,ли
сомнително	1	4	сом,ни,те,лно
пречекори	1	4	пре,че,ко,ри
постапката	1	4	постап,ка
преминат	1	3	пре,ми,на,тат
премини	1	3	пре,ми,ни
импулси	1	3	им,пул,си
зборувањето	1	5	збо,ру,ва,ње
масленикот	1	4	мас,ле,никот
патеката	1	4	па,те,ка,та
зрелост	1	2	зре,ложt,т
дилема	1	3	ди,ле,ма
искуството	1	4	ис,ку,ство,то
умственото	1	4	ум,стве,но
делови	1	3	де,ло,ви
неможно	1	3	не,мо,жно
исказот	1	3	ис,ка,', 
гони	1	2	го,ни
нестрпливи	1	3	не,стрп,ли,ви
спокој	1	2	спо,кој
црвенило	1	3	црве,ни,ло
идните	1	3	и,дни,те
коприна	1	3	ко,при,на
настанаа	1	4	на,ста,наа
предупредуваа	1	6	пре,ду,пре,ду,ва,а
дамари	1	3	да,ма,ри
сандали	1	3	сан,да,ли
Емпедокле	1	4	Ем,пе,до,кле
орудие	1	4	о,ру,ди,е
водач	1	2	во,дач
јасновиденија	1	6	јас,ви,де,ни,ја
Аристотела	1	5	А,ри,сто,те,ла
Неискусниот	1	5	Не,ис,кус,ниот
копнежот	1	3	коп,не,жот
растение	1	4	рас,те,не
тревка	1	2	тре,вка
север	1	2	се,вер
билки	1	2	бил,ки
петопрстникот	1	4	пе,топр,стникот
откритија	1	4	от,кри,ти,ја
одзема	1	3	од,зе,ма
Слепиот	1	3	Сле,пи,от
размисли	1	3	раз,ми,сли
доближуваше	1	5	до,бли,жу,ва,ше
камењата	1	4	ка,ме,ња,та
супстанции	1	4	су,пстан,ци,и,е
измамил	1	3	из,ма,мил
веруваше	1	4	вер,у,ва,ше
принципи	1	3	прин,ци,пи
ѕидиштата	1	4	ѕи,ди,шта,та
промените	1	4	про,ме,ни,те
лудилото	1	4	лу,ди,ло,то
брзина	1	2	брзи,на
засекотини	1	5	за,се,ко,ти,ни
клетки	1	2	клет,ки
указанија	1	5	у,ка,за,ни,ја
омразените	1	5	ом,ра,зе,ни,те
елемент	1	3	е,ле,мент
кутии	1	3	ку,тии
краишта	1	3	кра,иш,та
уништени	1	4	у,ни,штени
доближува	1	4	до,бли,жу,ва
кутиите	1	4	ку,ти,и,te
зграбам	1	2	зграбам
закркори	1	3	за,крко,ри
наредбата	1	4	на,ред,ба
